Job Type,Job URL,Title,Company,Experience,Salary,Location,Education,Skills,Role,Industry Type,Department,Employment Type,Role Category,Description
python-developer,https://www.naukri.com/job-listings-python-developer-peramal-services-noida-hyderabad-5-to-10-years-250825501321,Python Developer,Peramal Services,5 - 10 years,Not Disclosed,"Noida,Hyderabad",EducationUG:Any GraduatePG:Any Postgraduate,"[[], ['Front end', 'GIT', 'NoSQL', 'Coding', 'GCP', 'Django', 'Javascript', 'Agile', 'SQL', 'Python']]","Software Development - Other ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"We are looking for passionate Python Developers to join our growing team. If you have strong coding skills, excellent communication, and the ability to build scalable applications, wed love to connect with you What Youll Do: Develop and maintain Python-based applications Work with frameworks like Django/Flask/FastAPI Build and integrate REST APIs Collaborate with cross-functional teams in an Agile environment Optimize, debug, and enhance existing code What Were Looking For: 25 years of Python development experience Hands-on with Django/Flask/FastAPI Strong database knowledge (SQL/NoSQL) Familiarity with Git, cloud platforms (AWS/Azure/GCP a plus) Excellent communication problem-solving skills Nice to Have: Frontend exposure (React/Angular/JS) CI/CD, Docker, Kubernetes experience"
python-developer,https://www.naukri.com/job-listings-python-developer-capco-technologies-pvt-ltd-pune-5-to-10-years-190825912518,Python Developer,Capco,5 - 10 years,Not Disclosed,Pune,EducationUG:B.Tech/B.E. in Any SpecializationPG:Any Postgraduate,"[['numpy', 'python', 'data engineering', 'pandas', 'matplotlib'], ['css', 'dashboards', 'sql', 'seaborn', 'git', 'postgresql', 'html', 'mysql', 'data visualization', 'mongodb', 'ml', 'rest', 'natural language processing', 'python development', 'machine learning', 'javascript', 'django', 'flask', 'aws', 'reporting tools']]","Back End Developer ,","Banking ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"This role is for a senior developer who is technically sound and should have a minimum of 5+ years of experience working on Python or data engineering tools. The candidate should be detail-oriented professional to support the Gen AI team. The individual will work closely with model developers, risk managers, and business stakeholders to operationalize monitoring tests, produce visual reports, and ensure governance requirements are met. Senior Developer with experience in any of the below: Python (Numpy, Pandas etc) Data Engineering or Machine Learning skillset Profiles that have worked on creating reports (Python or other reporting tools)Required Skills: Strong Python programming experience, especially with pandas, numpy, matplotlib, seaborn. Experience in building monitoring dashboards or visualizations (e.g., Plotly, Dash, Streamlit). Understanding of ML model evaluation metrics (e.g., precision, recall, drift, AUC). Familiarity with model risk management concepts or frameworks. Ability to write clean, well-documented code for reproducibility and audit-readiness. Comfortable interpreting and working with structured model output and log files. Excellent attention to detail and communication skills."
python-developer,https://www.naukri.com/job-listings-python-developer-bengaluru-hyderabad-pune-infosys-chandigarh-hyderabad-bengaluru-3-to-8-years-140325007865,"Python Developer ( Bengaluru, Hyderabad, Pune)",Infosys,3 - 8 years,Not Disclosed,"Chandigarh,Hyderabad,Bengaluru","EducationUG:BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any SpecializationPG:MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization, M.Tech in Any Specialization","[['Python'], ['Django', 'Flask']]","Software Development - Other ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Responsibilities Write clean, maintainable, and efficient Python code for backend services or applications. Develop RESTful APIs or work on web applications using frameworks like Django or Flask. Implement data extraction, transformation, and loading (ETL) processes using Python. Collaborate with front-end developers and other team members to ensure seamless integration. Test and debug applications to ensure they meet quality and performance standards. Participate in code reviews and contribute to the development of coding standards. Keep up-to-date with Python libraries and tools relevant to the project. Technical and Professional Requirements: Primary skills: Technology->Machine Learning->Python Preferred Skills: Technology->Machine Learning->Python Additional Responsibilities: Skills Required: Strong proficiency in Python 3.x. Experience with at least one Python web framework (Django, Flask, etc.). Knowledge of database technologies, including SQL and ORM (e.g., SQLAlchemy). Familiarity with version control systems like Git. Basic understanding of front-end technologies (HTML, CSS, JavaScript). Experience with unit testing frameworks like pytest or unittest. Knowledge of REST API design principles. Educational Requirements MCA, MTech, Bachelor of Engineering, BCA, BSc, BTech"
python-developer,https://www.naukri.com/job-listings-python-software-developer-ab-bengaluru-hyd-infosys-kolkata-bengaluru-delhi-ncr-3-to-8-years-240125016513,"Python Software Developer-AB-Bengaluru, Hyd",Infosys,3 - 8 years,Not Disclosed,"Kolkata,Bengaluru,Delhi / NCR","EducationUG:BCA in Computers, B.Tech/B.E. in Any Specialization, B.Sc in Any SpecializationPG:MCA in Computers, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization","[['Python'], ['Django', 'Flask']]","Software Development - Other ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Responsibilities Write clean, maintainable, and efficient Python code for backend services or applications. Develop RESTful APIs or work on web applications using frameworks like Django or Flask. Implement data extraction, transformation, and loading (ETL) processes using Python. Collaborate with front-end developers and other team members to ensure seamless integration. Test and debug applications to ensure they meet quality and performance standards. Participate in code reviews and contribute to the development of coding standards. Keep up-to-date with Python libraries and tools relevant to the project. Technical and Professional Requirements: Primary skills: Technology->Machine Learning->Python Preferred Skills: Technology->Machine Learning->Python Additional Responsibilities: Skills Required: Strong proficiency in Python 3.x. Experience with at least one Python web framework (Django, Flask, etc.). Knowledge of database technologies, including SQL and ORM (e.g., SQLAlchemy). Familiarity with version control systems like Git. Basic understanding of front-end technologies (HTML, CSS, JavaScript). Experience with unit testing frameworks like pytest or unittest. Knowledge of REST API design principles. Educational Requirements MCA ,MTech ,Bachelor of Engineering, BCA, BSc, BTech"
python-developer,https://www.naukri.com/job-listings-python-developer-capgemini-technology-services-india-limited-bengaluru-4-to-6-years-130825906207,Python Developer,Capgemini,4 - 6 years,Not Disclosed,Bengaluru,EducationUG:B.Tech/B.E. in Any SpecializationPG:Any Postgraduate,"[['python', 'python development', 'javascript', 'plm', 'html'], ['css', 'c++', 'project management', 'team management', 'customer service', 'machine learning', 'autocad', 'catia', 'sales', 'sql', 'java', 'django', 'creo', 'linux', 'mysql', 'windchill']]","Software Development - Other ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"This role involves the development and application of engineering practice and knowledge in defining, configuring and deploying industrial digital technologies (including but not limited to PLM and MES) for managing continuity of information across the engineering enterprise, including design, industrialization, manufacturing and supply chain, and for managing the manufacturing data. Job Description - Grade Specific Focus on Digital Continuity and Manufacturing. Develops competency in own area of expertise. Shares expertise and provides guidance and support to others. Interprets clients needs. Completes own role independently or with minimum supervision. Identifies problems and relevant issues in straight forward situations and generates solutions. Contributes in teamwork and interacts with customers."
python-developer,https://www.naukri.com/job-listings-python-software-developer-ab-pan-india-infosys-pune-chennai-bengaluru-2-to-5-years-100625010322,Python Software Developer-AB- Pan India,Infosys,2 - 5 years,Not Disclosed,"Pune,Chennai,Bengaluru","EducationUG:B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Any SpecializationPG:M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization","[['Django', 'Python', 'Flask'], []]","Software Development - Other ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Educational Requirements MCA, MSc, MTech, Bachelor of Engineering, BCA ,BSc ,BTech Responsibilities A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and Support activities, to assure that our clients are satisfied with the high levels of service in the technology domain. • You will gather the requirements and specifications to understand the client requirements in a detailed manner and translate the same into system requirements. • You will play a key role in the overall estimation of work requirements to provide the right information on project estimations to Technology Leads and Project Managers. • You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! Additional Responsibilities: • Knowledge of design principles and fundamentals of architecture • Understanding of performance engineering • Knowledge of quality processes and estimation techniques • Basic understanding of project domain • Ability to translate functional / nonfunctional requirements to systems requirements • Ability to design and code complex programs • Ability to write test cases and scenarios based on the specifications • Good understanding of SDLC and agile methodologies • Awareness of latest technologies and trends • Logical thinking and problem solving skills along with an ability to collaborate Technical and Professional Requirements: • Primary skills:Technology->OpenSystem->Python - OpenSystem Preferred Skills: Technology->OpenSystem->Python - OpenSystem->Python"
python-developer,https://www.naukri.com/job-listings-python-developer-persistent-systems-limited-pune-3-to-7-years-161024016686,Python Developer,Persistent,3 - 7 years,Not Disclosed,Pune,EducationUG:B.Sc in Any Specialization,"[['python development'], ['css', 'do', 'bootstrap', 'jquery', 'healthcare', 'sql', 'git', 'postgresql', 'oops', 'linux', 'json', 'html', 'mysql', 'data structures', 'api', 'team spirit', 'mongodb', 'programming', 'rest', 'python', 'mapping', 'orm', 'engineering', 'machine learning', 'javascript', 'django', 'framework', 'pyramid', 'front', 'flask', 'aws', 'python framework', 'object']]","Full Stack Developer ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"About Persistent We are a trusted Digital Engineering and Enterprise Modernization partner, combining deep technical expertise and industry experience to help our clients anticipate what’s next. Our offerings and proven solutions create a unique competitive advantage for our clients by giving them the power to see beyond and rise above. We work with many industry-leading organizations across the world including 12 of the 30 most innovative US companies, 80% of the largest banks in the US and India, and numerous innovators across the healthcare ecosystem. Our growth trajectory continues, as we reported $1,231M annual revenue (16% Y-o-Y). Along with our growth, we’ve onboarded over 4900 new employees in the past year, bringing our total employee count to over 23,500+ people located in 19 countries across the globe. Persistent Ltd. is  dedicated to fostering diversity and inclusion in the workplace. We invite applications from all qualified individuals, including those with disabilities, and regardless of gender or gender preference. We welcome diverse candidates from all backgrounds. For more details please login to www.persistent.com About The Position We are looking for an experienced Python Developer to join our engineering team and help us create dynamic software applications for our clients. You will be responsible for writing and testing scalable code, developing back-end components, and integrating user-facing elements in collaboration with front-end developers. To be successful in this role, you will require in-depth knowledge of object-relational mapping, experience with server-side logic, and above-average knowledge of Python programming. Ultimately, as a top-class Python Developer you should be able to design highly responsive web-applications that perfectly meet the needs of the client. What You?ll Do Write effective, scalable code Develop back-end components to improve responsiveness and overall performance Integrate user-facing elements into applications Test and debug programs Improve functionality of existing systems Implement security and data protection solutions Assess and prioritize feature requests Coordinate with internal teams to understand user requirements and provide technical solutions Expertise You?ll Bring A Bachelor of Science degree in Computer Science, Engineering or relevant field Work experience as a Python Developer Expertise in at least one popular Python framework (like Django, Flask or Pyramid) Knowledge of object-relational mapping (ORM) Familiarity with front-end technologies (like JavaScript and HTML5) Team spirit Good problem-solving skills Benefits Competitive salary and benefits package Culture focused on talent development with quarterly promotion cycles and company-sponsored higher education and certifications Opportunity to work with cutting-edge technologies Employee engagement initiatives such as project parties, flexible work hours, and Long Service awards Annual health check-ups Insurance coverage: group term life, personal accident, and Mediclaim hospitalization for self, spouse, two children, and parents Inclusive Environment •We offer hybrid work options and flexible working hours to accommodate various needs and preferences. •Our office is equipped with accessible facilities, including adjustable workstations, ergonomic chairs, and assistive technologies to support employees with physical disabilities. Let's unleash your full potential. See Beyond,Rise Above."
python-developer,https://www.naukri.com/job-listings-python-software-developer-bangalore-infosys-pune-chennai-bengaluru-5-to-10-years-200825036060,Python Software Developer- bangalore,Infosys,5 - 10 years,Not Disclosed,"Pune,Chennai,Bengaluru","EducationUG:BCA in Any Specialization, B.Sc in Any Specialization, B.Tech/B.E. in Any SpecializationPG:MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization","[['Django', 'Python', 'Flask'], []]","Software Development - Other ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Educational Requirements MCA, MSc, MTech, Bachelor of Engineering, BCA ,BSc ,BTech Responsibilities A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and Support activities, to assure that our clients are satisfied with the high levels of service in the technology domain. • You will gather the requirements and specifications to understand the client requirements in a detailed manner and translate the same into system requirements. • You will play a key role in the overall estimation of work requirements to provide the right information on project estimations to Technology Leads and Project Managers. • You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! Additional Responsibilities: • Knowledge of design principles and fundamentals of architecture • Understanding of performance engineering • Knowledge of quality processes and estimation techniques • Basic understanding of project domain • Ability to translate functional / nonfunctional requirements to systems requirements • Ability to design and code complex programs • Ability to write test cases and scenarios based on the specifications • Good understanding of SDLC and agile methodologies • Awareness of latest technologies and trends • Logical thinking and problem solving skills along with an ability to collaborate Technical and Professional Requirements: • Primary skills:Technology->OpenSystem->Python - OpenSystem Preferred Skills: Technology->OpenSystem->Python - OpenSystem->Python"
python-developer,https://www.naukri.com/job-listings-python-developer-persistent-systems-limited-hyderabad-3-to-7-years-171024011456,Python Developer,Persistent,3 - 7 years,Not Disclosed,Hyderabad,EducationUG:B.Sc in Any Specialization,"[['python development'], ['css', 'do', 'bootstrap', 'jquery', 'healthcare', 'sql', 'git', 'postgresql', 'oops', 'linux', 'json', 'html', 'mysql', 'data structures', 'api', 'team spirit', 'mongodb', 'programming', 'rest', 'python', 'mapping', 'orm', 'engineering', 'machine learning', 'javascript', 'django', 'framework', 'pyramid', 'front', 'flask', 'aws', 'python framework', 'object']]","Full Stack Developer ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"We are a trusted Digital Engineering and Enterprise Modernization partner, combining deep technical expertise and industry experience to help our clients anticipate what’s next. Our offerings and proven solutions create a unique competitive advantage for our clients by giving them the power to see beyond and rise above. We work with many industry-leading organizations across the world including 12 of the 30 most innovative US companies, 80% of the largest banks in the US and India, and numerous innovators across the healthcare ecosystem. Our growth trajectory continues, as we reported $1,231M annual revenue (16% Y-o-Y). Along with our growth, we’ve onboarded over 4900 new employees in the past year, bringing our total employee count to over 23,500+ people located in 19 countries across the globe. Persistent Ltd. is  dedicated to fostering diversity and inclusion in the workplace. We invite applications from all qualified individuals, including those with disabilities, and regardless of gender or gender preference. We welcome diverse candidates from all backgrounds. For more details please login to www.persistent.com About The Position We are looking for an experienced Python Developer to join our engineering team and help us create dynamic software applications for our clients. You will be responsible for writing and testing scalable code, developing back-end components, and integrating user-facing elements in collaboration with front-end developers. To be successful in this role, you will require in-depth knowledge of object-relational mapping, experience with server-side logic, and above-average knowledge of Python programming. Ultimately, as a top-class Python Developer you should be able to design highly responsive web-applications that perfectly meet the needs of the client. What You?ll Do Write effective, scalable code Develop back-end components to improve responsiveness and overall performance Integrate user-facing elements into applications Test and debug programs Improve functionality of existing systems Implement security and data protection solutions Assess and prioritize feature requests Coordinate with internal teams to understand user requirements and provide technical solutions Expertise You?ll Bring A Bachelor of Science degree in Computer Science, Engineering or relevant field Work experience as a Python Developer Expertise in at least one popular Python framework (like Django, Flask or Pyramid) Knowledge of object-relational mapping (ORM) Familiarity with front-end technologies (like JavaScript and HTML5) Team spirit Good problem-solving skills Benefits Competitive salary and benefits package Culture focused on talent development with quarterly promotion cycles and company-sponsored higher education and certifications Opportunity to work with cutting-edge technologies Employee engagement initiatives such as project parties, flexible work hours, and Long Service awards Annual health check-ups Insurance coverage: group term life, personal accident, and Mediclaim hospitalization for self, spouse, two children, and parents Inclusive Environment •We offer hybrid work options and flexible working hours to accommodate various needs and preferences. •Our office is equipped with accessible facilities, including adjustable workstations, ergonomic chairs, and assistive technologies to support employees with physical disabilities. Let's unleash your full potential at Persistent. See Beyond, Rise Above."
python-developer,https://www.naukri.com/job-listings-python-software-developer-pan-india-infosys-hyderabad-chennai-bengaluru-5-to-10-years-310725030397,Python Software Developer - PAN INDIA,Infosys,5 - 10 years,5-15 Lacs P.A.,"Hyderabad,Chennai,Bengaluru","EducationUG:B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any SpecializationPG:MCA in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization","[['Python Development'], ['Django', 'Flask']]","Software Development - Other ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Hiring Python Developer  with experience range 5-10 Years of experience Mandatory Skills:  Python/Django/Flask Education:  Btech/BE, BCA/MCA,Bsc/MSc"
python-developer,https://www.naukri.com/job-listings-python-developer-pan-india-infosys-hyderabad-chennai-bengaluru-9-to-14-years-290725025662,Python developer - Pan India,Infosys,9 - 14 years,Not Disclosed,"Hyderabad,Chennai,Bengaluru",EducationUG:Graduation Not Required,"[['Machine Learning', 'Python'], ['Postgresql', 'Elastic Search']]","IT & Information Security - Other ,","IT Services & Consulting ,","IT & Information Security ,","Full Time, Permanent",IT & Information Security - Other,"Hiring for Python Developer with experience range 9 to 17 years. Mandatory Skills: Python Developer-Python, Flak, Django Educational Requirements: Master Of Engineering,MCA,MSc,MTech,Bachelor of Engineering Location: Pan India Responsibilities A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and Support activities, to assure that our clients are satisfied with the high levels of service in the technology domain. • You will gather the requirements and specifications to understand the client requirements in a detailed manner and translate the same into system requirements. • You will play a key role in the overall estimation of work requirements to provide the right information on project estimations to Technology Leads and Project Managers. • You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!"
python-developer,https://www.naukri.com/job-listings-python-software-developer-ab-pan-india-infosys-hyderabad-pune-bengaluru-5-to-10-years-171124003238,Python Software Developer - AB-PAN India,Infosys,5 - 10 years,Not Disclosed,"Hyderabad,Pune,Bengaluru","EducationUG:BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any SpecializationPG:MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, MCA in Any Specialization","[['Django', 'Flask', 'Python'], []]","Software Development - Other ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Job description Hiring for Python Developer with experience range 5 years & above Mandatory Skills: Python , Django Education: BE/B.Tech/MCA/M.Tech/MSc./MS Responsibilities A day in the life of an Infoscion As part of the Infosys consulting team, your primary role would be to actively aid the consulting team in different phases of the project including problem definition, effort estimation, diagnosis, solution generation and design and deployment You will explore the alternatives to the recommended solutions based on research that includes literature surveys, information available in public domains, vendor evaluation information, etc. and build POCs You will create requirement specifications from the business needs, define the to-be-processes and detailed functional designs based on requirements. You will support configuring solution requirements on the products; understand if any issues, diagnose the root-cause of such issues, seek clarifications, and then identify and shortlist solution alternatives You will also contribute to unit-level and organizational initiatives with an objective of providing high quality value adding solutions to customers. If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!"
python-developer,https://www.naukri.com/job-listings-python-developer-gurugram-infosys-ahmedabad-chennai-bengaluru-9-to-14-years-100725033679,Python developer-Gurugram,Infosys,9 - 14 years,Not Disclosed,"Ahmedabad,Chennai,Bengaluru",EducationUG:Graduation Not Required,"[['Machine Learning Algorithms', 'Python'], ['Natural Language Processing', 'Data Analytics']]","IT & Information Security - Other ,","IT Services & Consulting ,","IT & Information Security ,","Full Time, Permanent",IT & Information Security - Other,"Title: Python Developer Role: Senior Technologist Responsibilities: Design, develop, validate, and support tech solutions. Gather and translate client requirements. Estimate work and contribute to efficient systems. Skills: Python, ML, architecture principles, performance engineering, SDLC, agile, problem-solving, collaboration, and awareness of tech trends. Years : 8+"
python-developer,https://www.naukri.com/job-listings-python-developer-diverse-lynx-bengaluru-2-to-7-years-180825502374,Python Developer,Diverse Lynx,2 - 7 years,Not Disclosed,Bengaluru,EducationUG:Any GraduatePG:Any Postgraduate,"[[], ['python', 'css', 'software testing', 'natural language processing', 'python development', 'machine learning', 'artificial intelligence', 'javascript', 'sql', 'pandas', 'django', 'git', 'data science', 'postgresql', 'linux', 'oops', 'debugging', 'html', 'mysql', 'data structures', 'flask', 'aws', 'programming']]","Software Development - Other ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Diverse Lynx is looking for Python Developer to join our dynamic team and embark on a rewarding career journey Coordinating with development teams to determine application requirements. Writing scalable code using Python programming language. Testing and debugging applications. Developing back-end components. Integrating user-facing elements using server-side logic. Assessing and prioritizing client feature requests. Integrating data storage solutions. Reprogramming existing databases to improve functionality. Developing digital tools to monitor online traffic. Write effective, scalable code Develop back-end components to improve responsiveness and overall performance Integrate user-facing elements into applications Test and debug programs Improve functionality of existing systems Implement security and data protection solutions Assess and prioritize feature requests Coordinate with internal teams to understand user requirements and provide technical solutions."
python-developer,https://www.naukri.com/job-listings-python-developer-diverse-lynx-bengaluru-4-to-9-years-180825502376,Python Developer,Diverse Lynx,4 - 9 years,Not Disclosed,Bengaluru,EducationUG:Any GraduatePG:Any Postgraduate,"[[], ['python', 'css', 'software testing', 'natural language processing', 'python development', 'machine learning', 'artificial intelligence', 'javascript', 'sql', 'pandas', 'django', 'git', 'data science', 'postgresql', 'linux', 'oops', 'debugging', 'html', 'mysql', 'data structures', 'flask', 'aws', 'programming']]","Software Development - Other ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Diverse Lynx is looking for Python Developer to join our dynamic team and embark on a rewarding career journey Coordinating with development teams to determine application requirements. Writing scalable code using Python programming language. Testing and debugging applications. Developing back-end components. Integrating user-facing elements using server-side logic. Assessing and prioritizing client feature requests. Integrating data storage solutions. Reprogramming existing databases to improve functionality. Developing digital tools to monitor online traffic. Write effective, scalable code Develop back-end components to improve responsiveness and overall performance Integrate user-facing elements into applications Test and debug programs Improve functionality of existing systems Implement security and data protection solutions Assess and prioritize feature requests Coordinate with internal teams to understand user requirements and provide technical solutions."
python-developer,https://www.naukri.com/job-listings-senior-software-developer-python-isarva-infotech-bengaluru-5-to-8-years-120825020909,Senior Software Developer- Python,Isarva Infotech,5 - 8 years,5-11 Lacs P.A.,Bengaluru,EducationUG:B.Tech/B.E. in Any SpecializationPG:M.Tech in Any Specialization,"[['Django', 'Fastapi', 'Python Development', 'Python'], ['Restfull Api', 'Django Rest Api', 'Api Rest', 'Python Backend Developer', 'Django Framework', 'Ci/Cd', 'Rest Api Services', 'Azure Devops']]","Software Development - Other ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Role: Senior Software Developer Python Location: Bengaluru, India About the Role: We are looking for a talented Senior Software Developer with strong Python skills. You will join our AI Solutions team. We focus on creating advanced AI systems in the Electrification field. In this role, you will work with AI/ML engineers, data scientists, and cloud architects. Together, you will develop robust, scalable software solutions using the latest AI technologies. This is a great chance to work where AI innovation meets high-performance backend systems and cloud-native development. Responsibilities: Write high-quality, testable, and maintainable Python code using object-oriented programming (OOP), SOLID principles, and design patterns. Develop RESTful APIs and backend services for AI/ML model serving using FastAPI. Collaborate with AI/ML engineers to integrate and deploy Machine Learning, Deep Learning, and Generative AI models into production environments. Contribute to software architecture and design discussions to ensure scalable and eicient solutions. Implement CI/CD pipelines and adhere to DevOps best practices for reliable and repeatable deployments. Design for observability, incorporating structured logging, performance monitoring, and alerting mechanisms. Optimize code and system performance, ensuring reliability and robustness at scale. 8. Participate in code reviews, promote clean code practices, and mentor junior developers when needed. Required Qualifications: Bachelors or Masters degree in Computer Science, IT, or a related field. 5+ years of hands-on experience in software development, with a focus on Python. Deep understanding of OOP concepts, software architecture, and design patterns. Experience with backend web frameworks, preferably FastAPI. Familiarity with integrating ML/DL models into software solutions. Practical experience with CI/CD, containerization (Docker), and version control systems (Git). Exposure to MLOps practices and tools for model deployment and monitoring. Strong collaboration and communication skills in cross-functional engineering teams. Familiarity with cloud platforms like AWS (e.g., Sagemaker, Bedrock) or Azure (e.g., ML Studio, OpenAI Service). Preferred Qualifications: Experience in Rust is a strong plus. Experience working on high-performance, scalable backend systems. Exposure to logging/monitoring stacks like Prometheus, Grafana, ELK, or OpenTelemetry. Understanding of data engineering concepts, ETL pipelines, and processing large datasets. Background or interest in the Power and Energy domain is a plus."
python-developer,https://www.naukri.com/job-listings-senior-software-developer-python-isarva-infotech-private-limited-bengaluru-5-to-10-years-140825501360,Senior Software Developer Python,Isarva Infotech,No fixed duration,Unpaid,Bengaluru,EducationUG:Any GraduatePG:Any Postgraduate,"[[], ['Computer science', 'software architecture', 'Backend', 'github', 'GIT', 'Coding', 'Web development', 'Machine learning', 'Internship', 'Python']]","Software Development - Other ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Senior Software Developer Python Isarva Infotech Private Limited Senior Software Developer Python Location: Bengaluru, India Experience : 5+ years Roles & Responsibilities Develop high-quality, testable, and maintainable Python code using OOP, SOLID principles, and design patterns. Build RESTful APIs and backend services for AI/ML model serving using FastAPI. Collaborate with AI/ML engineers to integrate and deploy Machine Learning, Deep Learning, and Generative AI models. Contribute to software architecture and design for scalable, efficient solutions. Implement CI/CD pipelines and follow DevOps best practices. Design for observability with structured logging, performance monitoring, and alerting. Optimize code and system performance for reliability and scalability. Participate in code reviews, promote clean coding practices, and mentor junior developers. Qualifications & Skills Bachelor s or Master s degree in Computer Science, IT, or related field. 5+ years of experience in Python-based software development. Strong understanding of OOP, software architecture, and design patterns. Experience with backend frameworks, preferably FastAPI. Familiarity with integrating ML/DL models into production. Hands-on experience with CI/CD, Docker, Git, and MLOps practices. Knowledge of AWS (Sagemaker, Bedrock) or Azure (ML Studio, OpenAI Service). Strong teamwork and communication skills What to Expect from an Internship at ISARVA INFOTECH At ISARVA INFOTECH, our internship program is designed to provide meaningful learning experiences that bridge the gap between academic knowledge and industry requirements. As a website development intern, you can expect: Real-Time Project Exposure Work on live projects and gain practical experience in website development and maintenance under the guidance of experienced professionals. Structured Learning & Mentorship Receive continuous support and mentorship from our development team, with regular feedback to help you improve your skills and understand industry best practices. Professional Work Culture Get introduced to a collaborative and deadline-driven environment that mirrors real IT industry scenarios. Learn the importance of task ownership, communication, and time management. Skill Enhancement Build your technical and soft skills by participating in real assignments, team discussions, and project reviews. Learn how to approach problems, write clean code, and deliver results. Job Application Form Please Fill Out the Form Below to Submit Your Job Application!"
python-developer,https://www.naukri.com/job-listings-python-developer-quarks-bengaluru-3-to-5-years-200825503632,Python Developer,Quarks Technosoft,3 - 5 years,Not Disclosed,Bengaluru,EducationUG:Any GraduatePG:Any Postgraduate,"[[], ['Backend', 'Version control', 'GIT', 'Postgresql', 'Django', 'MySQL', 'Agile', 'Unit testing', 'SQL', 'Python']]","Full Stack Developer ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,""">Python Developer 3-5 Years Bengaluru Python Django/ Flask/ Fast API AWS PostgreSQL Primary Skills (Must-have): Python, Django/ Flask/ Fast API Secondary Skills (Good-to-have): AWS, PostgreSQL Job Summary: We are seeking a mid-level Python Developer with 3+ years of experience in backend development to join our dynamic engineering team. You will be responsible for building and maintaining robust backend components and APIs. Key Responsibilities: Develop, test, and maintain Python applications and APIs. Participate in technical design discussions and code reviews. Collaborate with cross-functional teams to deliver reliable software solutions. Write clean, scalable, and well-documented code. Troubleshoot and resolve issues in development and production environments. Follow agile methodologies and contribute to continuous improvement. Required Skills: Proficient in Python and at least one web framework (Django, Flask, or FastAPI). Solid knowledge of SQL and experience with databases like MySQL or PostgreSQL. Experience working with REST APIs and integrating external services. Basic understanding of Docker and version control (Git). Strong analytical and communication skills. Nice to Have: Familiarity with cloud platforms (AWS, Azure). Experience in unit testing and CI tools."
